Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Footnote_Symbol,Data_Value_Footnote,PopulationCount,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
2016,GA,Georgia,Columbus,City,BRFSS,Prevention,1319000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,30.3,29.5,31.1,,,"189,885","(32.5099614852, -84.8770410586)",PREVENT,COREW,1319000,,Core preventive services for older women
2016,GA,Georgia,Savannah,City,BRFSS,Prevention,1369000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,30.1,29.1,31.1,,,"136,286","(32.0283615157, -81.1783435493)",PREVENT,COREM,1369000,,Core preventive services for older men
2016,ID,Idaho,Nampa,City,BRFSS,Prevention,1656260,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,34.4,32.3,36.4,,,"81,557","(43.5829315681, -116.564145085)",PREVENT,COREM,1656260,,Core preventive services for older men
2016,GA,Georgia,Sandy Springs,City,BRFSS,Prevention,1368516,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,39.9,38.4,41.3,,,"93,853","(33.9366669867, -84.3703197084)",PREVENT,COREW,1368516,,Core preventive services for older women
2016,IL,Illinois,Champaign,City,BRFSS,Prevention,1712385,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,35.5,33.6,37.3,,,"81,055","(40.1151051361, -88.2729845986)",PREVENT,COREM,1712385,,Core preventive services for older men
2016,IL,Illinois,Arlington Heights,City,BRFSS,Prevention,1702154,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,42,40.4,43.3,,,"75,101","(42.095623342, -87.9825627457)",PREVENT,COREM,1702154,,Core preventive services for older men
2016,IL,Illinois,Arlington Heights,City,BRFSS,Prevention,1702154,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,33.1,31.6,34.5,,,"75,101","(42.095623342, -87.9825627457)",PREVENT,COREW,1702154,,Core preventive services for older women
2016,IL,Illinois,Bolingbrook,City,BRFSS,Prevention,1707133,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,32.5,31,34,,,"73,366","(41.6911653908, -88.1011218035)",PREVENT,COREM,1707133,,Core preventive services for older men
2016,IL,Illinois,Bolingbrook,City,BRFSS,Prevention,1707133,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,27.9,26.8,29.1,,,"73,366","(41.6911653908, -88.1011218035)",PREVENT,COREW,1707133,,Core preventive services for older women
2016,IL,Illinois,Bloomington,City,BRFSS,Prevention,1706613,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,31.2,29.6,32.8,,,"76,610","(40.4756778366, -88.9700813515)",PREVENT,COREW,1706613,,Core preventive services for older women
2016,IL,Illinois,Aurora,City,BRFSS,Prevention,1703012,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,29.8,28.9,30.7,,,"197,899","(41.7637750837, -88.2900949057)",PREVENT,COREW,1703012,,Core preventive services for older women
2016,IL,Illinois,Champaign,City,BRFSS,Prevention,1712385,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,33.3,31.9,34.8,,,"81,055","(40.1151051361, -88.2729845986)",PREVENT,COREW,1712385,,Core preventive services for older women
2016,IL,Illinois,Chicago,City,BRFSS,Prevention,1714000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,30.9,30.7,31.1,,,"2,695,598","(41.8372950615, -87.6862308732)",PREVENT,COREM,1714000,,Core preventive services for older men
2016,IL,Illinois,Bloomington,City,BRFSS,Prevention,1706613,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,38.1,36.3,40,,,"76,610","(40.4756778366, -88.9700813515)",PREVENT,COREM,1706613,,Core preventive services for older men
2016,IL,Illinois,Aurora,City,BRFSS,Prevention,1703012,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,27.1,26.2,28.1,,,"197,899","(41.7637750837, -88.2900949057)",PREVENT,COREM,1703012,,Core preventive services for older men
2016,IL,Illinois,Chicago,City,BRFSS,Prevention,1714000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,24.6,24.4,24.8,,,"2,695,598","(41.8372950615, -87.6862308732)",PREVENT,COREW,1714000,,Core preventive services for older women
2016,IL,Illinois,Cicero,City,BRFSS,Prevention,1714351,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,20.4,19.5,21.3,,,"83,891","(41.844539143, -87.7592873023)",PREVENT,COREW,1714351,,Core preventive services for older women
2016,IL,Illinois,Peoria,City,BRFSS,Prevention,1759000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,29.4,28.4,30.5,,,"115,007","(40.7515684146, -89.615255458)",PREVENT,COREW,1759000,,Core preventive services for older women
2016,IL,Illinois,Decatur,City,BRFSS,Prevention,1718823,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,27.5,26.3,28.7,,,"76,122","(39.8555822645, -88.9336983421)",PREVENT,COREW,1718823,,Core preventive services for older women
2016,IL,Illinois,Elgin,City,BRFSS,Prevention,1723074,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,29.8,28.4,31.2,,,"108,188","(42.0385402472, -88.3224947104)",PREVENT,COREM,1723074,,Core preventive services for older men
2016,IL,Illinois,Evanston,City,BRFSS,Prevention,1724582,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,39.5,38.1,40.9,,,"74,486","(42.0463099649, -87.6940348773)",PREVENT,COREM,1724582,,Core preventive services for older men
2016,IL,Illinois,Peoria,City,BRFSS,Prevention,1759000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,34.7,33.3,36,,,"115,007","(40.7515684146, -89.615255458)",PREVENT,COREM,1759000,,Core preventive services for older men
2016,IL,Illinois,Palatine,City,BRFSS,Prevention,1757225,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,32.9,31.5,34.2,,,"68,557","(42.1180663695, -88.042989882)",PREVENT,COREW,1757225,,Core preventive services for older women
2016,IL,Illinois,Naperville,City,BRFSS,Prevention,1751622,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,32.2,31.2,33.3,,,"141,853","(41.7482001145, -88.1657705099)",PREVENT,COREW,1751622,,Core preventive services for older women
2016,IL,Illinois,Cicero,City,BRFSS,Prevention,1714351,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,26.7,25.6,27.9,,,"83,891","(41.844539143, -87.7592873023)",PREVENT,COREM,1714351,,Core preventive services for older men
2016,IL,Illinois,Decatur,City,BRFSS,Prevention,1718823,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,32,30.4,33.5,,,"76,122","(39.8555822645, -88.9336983421)",PREVENT,COREM,1718823,,Core preventive services for older men
2016,IL,Illinois,Palatine,City,BRFSS,Prevention,1757225,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,40.6,38.9,42.3,,,"68,557","(42.1180663695, -88.042989882)",PREVENT,COREM,1757225,,Core preventive services for older men
2016,IL,Illinois,Elgin,City,BRFSS,Prevention,1723074,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,31.8,30.5,33.1,,,"108,188","(42.0385402472, -88.3224947104)",PREVENT,COREW,1723074,,Core preventive services for older women
2016,IL,Illinois,Joliet,City,BRFSS,Prevention,1738570,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,31.9,31,32.9,,,"147,433","(41.5206390037, -88.1507097756)",PREVENT,COREM,1738570,,Core preventive services for older men
2016,IL,Illinois,Joliet,City,BRFSS,Prevention,1738570,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,26.2,25.4,27.1,,,"147,433","(41.5206390037, -88.1507097756)",PREVENT,COREW,1738570,,Core preventive services for older women
2016,IL,Illinois,Naperville,City,BRFSS,Prevention,1751622,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,37.5,36.3,38.7,,,"141,853","(41.7482001145, -88.1657705099)",PREVENT,COREM,1751622,,Core preventive services for older men
2016,IL,Illinois,Evanston,City,BRFSS,Prevention,1724582,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,31,29.9,32.1,,,"74,486","(42.0463099649, -87.6940348773)",PREVENT,COREW,1724582,,Core preventive services for older women
2016,IN,Indiana,Bloomington,City,BRFSS,Prevention,1805860,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,33.6,31.8,35.4,,,"80,405","(39.1637458221, -86.5257124351)",PREVENT,COREM,1805860,,Core preventive services for older men
2016,IL,Illinois,Waukegan,City,BRFSS,Prevention,1779293,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,25.4,24.5,26.2,,,"89,078","(42.3702955582, -87.8712595095)",PREVENT,COREW,1779293,,Core preventive services for older women
2016,IN,Indiana,Hammond,City,BRFSS,Prevention,1831000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,21.9,21,22.7,,,"80,830","(41.6171442828, -87.4909551115)",PREVENT,COREW,1831000,,Core preventive services for older women
2016,IN,Indiana,Fort Wayne,City,BRFSS,Prevention,1825000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,28.1,27.3,28.8,,,"253,691","(41.0884920417, -85.1435898792)",PREVENT,COREM,1825000,,Core preventive services for older men
2016,IL,Illinois,Springfield,City,BRFSS,Prevention,1772000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,29.8,28.7,30.9,,,"116,250","(39.7716473322, -89.6540780049)",PREVENT,COREW,1772000,,Core preventive services for older women
2016,IN,Indiana,Fort Wayne,City,BRFSS,Prevention,1825000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,27.6,27,28.3,,,"253,691","(41.0884920417, -85.1435898792)",PREVENT,COREW,1825000,,Core preventive services for older women
2016,IN,Indiana,Fishers,City,BRFSS,Prevention,1823278,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,45.5,43.3,47.5,,,"76,794","(39.9587635263, -85.969310702)",PREVENT,COREM,1823278,,Core preventive services for older men
2016,IL,Illinois,Waukegan,City,BRFSS,Prevention,1779293,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,26.4,25.3,27.4,,,"89,078","(42.3702955582, -87.8712595095)",PREVENT,COREM,1779293,,Core preventive services for older men
2016,IN,Indiana,Fishers,City,BRFSS,Prevention,1823278,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,36.9,35.3,38.6,,,"76,794","(39.9587635263, -85.969310702)",PREVENT,COREW,1823278,,Core preventive services for older women
2016,IL,Illinois,Schaumburg,City,BRFSS,Prevention,1768003,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,39.6,38,41.2,,,"74,227","(42.0305488755, -88.0838663543)",PREVENT,COREM,1768003,,Core preventive services for older men
2016,IN,Indiana,Evansville,City,BRFSS,Prevention,1822000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,30.8,29.8,31.7,,,"117,429","(37.9867158026, -87.538270731)",PREVENT,COREW,1822000,,Core preventive services for older women
2016,IN,Indiana,Indianapolis,City,BRFSS,Prevention,1836003,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,26.9,26.5,27.2,,,"820,445","(39.7771221075, -86.145782152)",PREVENT,COREW,1836003,,Core preventive services for older women
2016,IN,Indiana,Carmel,City,BRFSS,Prevention,1810342,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,45.6,43.9,47.5,,,"79,191","(39.9658404613, -86.1461278461)",PREVENT,COREM,1810342,,Core preventive services for older men
2016,IN,Indiana,Gary,City,BRFSS,Prevention,1827000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,17.5,16.9,18.1,,,"80,294","(41.5904779239, -87.3472907397)",PREVENT,COREW,1827000,,Core preventive services for older women
2016,IL,Illinois,Rockford,City,BRFSS,Prevention,1765000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,26.7,25.8,27.5,,,"152,871","(42.2633180015, -89.0625958362)",PREVENT,COREW,1765000,,Core preventive services for older women
2016,IN,Indiana,Carmel,City,BRFSS,Prevention,1810342,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,35.8,34.2,37.3,,,"79,191","(39.9658404613, -86.1461278461)",PREVENT,COREW,1810342,,Core preventive services for older women
2016,IL,Illinois,Rockford,City,BRFSS,Prevention,1765000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,32.1,31,33.3,,,"152,871","(42.2633180015, -89.0625958362)",PREVENT,COREM,1765000,,Core preventive services for older men
2016,IN,Indiana,Gary,City,BRFSS,Prevention,1827000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,21.5,20.6,22.4,,,"80,294","(41.5904779239, -87.3472907397)",PREVENT,COREM,1827000,,Core preventive services for older men
2016,IN,Indiana,Evansville,City,BRFSS,Prevention,1822000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,33.7,32.6,34.9,,,"117,429","(37.9867158026, -87.538270731)",PREVENT,COREM,1822000,,Core preventive services for older men
2016,IL,Illinois,Schaumburg,City,BRFSS,Prevention,1768003,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,31.8,30.6,33.2,,,"74,227","(42.0305488755, -88.0838663543)",PREVENT,COREW,1768003,,Core preventive services for older women
2016,IN,Indiana,Hammond,City,BRFSS,Prevention,1831000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,28.3,27,29.5,,,"80,830","(41.6171442828, -87.4909551115)",PREVENT,COREM,1831000,,Core preventive services for older men
2016,IL,Illinois,Springfield,City,BRFSS,Prevention,1772000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,34.5,33.1,36,,,"116,250","(39.7716473322, -89.6540780049)",PREVENT,COREM,1772000,,Core preventive services for older men
2016,IN,Indiana,Bloomington,City,BRFSS,Prevention,1805860,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,28.5,27.2,29.9,,,"80,405","(39.1637458221, -86.5257124351)",PREVENT,COREW,1805860,,Core preventive services for older women
2016,IN,Indiana,Indianapolis,City,BRFSS,Prevention,1836003,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,32.9,32.5,33.3,,,"820,445","(39.7771221075, -86.145782152)",PREVENT,COREM,1836003,,Core preventive services for older men
2016,KS,Kansas,Wichita,City,BRFSS,Prevention,2079000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,28.5,27.9,29,,,"382,368","(37.690561478, -97.3429366807)",PREVENT,COREM,2079000,,Core preventive services for older men
2016,KS,Kansas,Overland Park,City,BRFSS,Prevention,2053775,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,35.1,34.4,35.9,,,"173,372","(38.8872922575, -94.6872267067)",PREVENT,COREW,2053775,,Core preventive services for older women
2016,IN,Indiana,Lafayette,City,BRFSS,Prevention,1840788,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,26.3,25.2,27.5,,,"67,140","(40.3994285285, -86.8617007404)",PREVENT,COREW,1840788,,Core preventive services for older women
2016,IA,Iowa,Waterloo,City,BRFSS,Prevention,1982425,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,34.5,33,36,,,"68,406","(42.4919736932, -92.3521759342)",PREVENT,COREW,1982425,,Core preventive services for older women
2016,KS,Kansas,Lawrence,City,BRFSS,Prevention,2038900,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,33.4,31.7,35,,,"87,643","(38.9599302924, -95.2628259088)",PREVENT,COREM,2038900,,Core preventive services for older men
2016,IN,Indiana,Muncie,City,BRFSS,Prevention,1851876,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,27.8,26.3,29.2,,,"70,085","(40.1987098324, -85.3942940148)",PREVENT,COREW,1851876,,Core preventive services for older women
2016,IA,Iowa,Iowa City,City,BRFSS,Prevention,1938595,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,36.4,34.9,38,,,"67,862","(41.6558950332, -91.5308854927)",PREVENT,COREW,1938595,,Core preventive services for older women
2016,IA,Iowa,Des Moines,City,BRFSS,Prevention,1921000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,40.5,39.7,41.3,,,"203,433","(41.5741349525, -93.6165066086)",PREVENT,COREM,1921000,,Core preventive services for older men
2016,IA,Iowa,Cedar Rapids,City,BRFSS,Prevention,1912000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,39,37.8,40.1,,,"126,326","(41.966729258, -91.6781679349)",PREVENT,COREW,1912000,,Core preventive services for older women
2016,IA,Iowa,Davenport,City,BRFSS,Prevention,1919000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,41,39.7,42.4,,,"99,685","(41.5557926876, -90.6051730163)",PREVENT,COREM,1919000,,Core preventive services for older men
2016,KS,Kansas,Olathe,City,BRFSS,Prevention,2052575,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,38.4,37,39.7,,,"125,872","(38.884693021, -94.8192070197)",PREVENT,COREM,2052575,,Core preventive services for older men
2016,KS,Kansas,Kansas City,City,BRFSS,Prevention,2036000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,29.3,28.5,30,,,"145,786","(39.1234621409, -94.7441921112)",PREVENT,COREM,2036000,,Core preventive services for older men
2016,KS,Kansas,Olathe,City,BRFSS,Prevention,2052575,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,33.1,32.1,34.2,,,"125,872","(38.884693021, -94.8192070197)",PREVENT,COREW,2052575,,Core preventive services for older women
2016,KS,Kansas,Overland Park,City,BRFSS,Prevention,2053775,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,40.8,39.9,41.7,,,"173,372","(38.8872922575, -94.6872267067)",PREVENT,COREM,2053775,,Core preventive services for older men
2016,KS,Kansas,Topeka,City,BRFSS,Prevention,2071000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,33.9,33,34.9,,,"127,473","(39.0359549911, -95.6954155341)",PREVENT,COREM,2071000,,Core preventive services for older men
2016,IN,Indiana,South Bend,City,BRFSS,Prevention,1871000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,32.7,31.4,33.9,,,"101,168","(41.6769914549, -86.2690372417)",PREVENT,COREM,1871000,,Core preventive services for older men
2016,IA,Iowa,Davenport,City,BRFSS,Prevention,1919000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,33.7,32.7,34.9,,,"99,685","(41.5557926876, -90.6051730163)",PREVENT,COREW,1919000,,Core preventive services for older women
2016,IA,Iowa,Sioux City,City,BRFSS,Prevention,1973335,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,40.1,38.2,41.8,,,"82,684","(42.4963149039, -96.3913834837)",PREVENT,COREM,1973335,,Core preventive services for older men
2016,IN,Indiana,Muncie,City,BRFSS,Prevention,1851876,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,33.6,31.8,35.5,,,"70,085","(40.1987098324, -85.3942940148)",PREVENT,COREM,1851876,,Core preventive services for older men
2016,IN,Indiana,Lafayette,City,BRFSS,Prevention,1840788,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,33.7,32.2,35.3,,,"67,140","(40.3994285285, -86.8617007404)",PREVENT,COREM,1840788,,Core preventive services for older men
2016,IA,Iowa,Sioux City,City,BRFSS,Prevention,1973335,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,33.1,31.7,34.5,,,"82,684","(42.4963149039, -96.3913834837)",PREVENT,COREW,1973335,,Core preventive services for older women
2016,IA,Iowa,Iowa City,City,BRFSS,Prevention,1938595,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,46.1,44.2,48,,,"67,862","(41.6558950332, -91.5308854927)",PREVENT,COREM,1938595,,Core preventive services for older men
